raw_text,portion_parsed,normalized_curie,normalized_label
PATO:0001351 ! area density,PATO:0001351 ! area density,,PATO:0001351  area density
ENVO:03600085 ! buoy,ENVO:03600085 ! buoy,ENVO:03600085,buoy
ENVO:3100001 ! concentration of Adenosine 5-triphosphate in liquid water,ENVO:3100001 ! concentration of Adenosine 5-triphosphate in liquid water,ENVO:3100001,concentration of Adenosine 5-triphosphate in liquid water
ENVO:00000145 ! ice cap,ENVO:00000145 ! ice cap,ENVO:00000145,ice cap
ENVO:00002045 ! anaerobic sediment,ENVO:00002045 ! anaerobic sediment,ENVO:00002045,anaerobic sediment
UBERON:0007530 ! migrating mesenchyme population,UBERON:0007530 ! migrating mesenchyme population,,UBERON:0007530  migrating mesenchyme population
ENVO:01000542 ! ozone layer,ENVO:01000542 ! ozone layer,ENVO:01000542,ozone layer
ENVO:03501329 ! spoon,ENVO:03501329 ! spoon,ENVO:03501329,spoon
CHEBI:33252 ! atomic nucleus,CHEBI:33252 ! atomic nucleus,,CHEBI:33252  atomic nucleus
UBERON:0004902 ! urogenital sinus epithelium,UBERON:0004902 ! urogenital sinus epithelium,,UBERON:0004902  urogenital sinus epithelium
ENVO:01001425 ! cirrus castellanus cloud,ENVO:01001425 ! cirrus castellanus cloud,ENVO:01001425,cirrus castellanus cloud
CHEBI:16301 ! nitrite,CHEBI:16301 ! nitrite,,CHEBI:16301  nitrite
ENVO:01000151 ! manganese-reducing sediment,ENVO:01000151 ! manganese-reducing sediment,ENVO:01000151,manganese-reducing sediment
CHEBI:33336 ! lanthanum atom,CHEBI:33336 ! lanthanum atom,,CHEBI:33336  lanthanum atom
ENVO:03600080 ! industrial park,ENVO:03600080 ! industrial park,ENVO:03600080,industrial park
CHEBI:31001 ! octacosanoic acid,CHEBI:31001 ! octacosanoic acid,,CHEBI:31001  octacosanoic acid
ENVO:2000002 ! industrial wastewate treatment plant,ENVO:2000002 ! industrial wastewate treatment plant,ENVO:2000002,industrial wastewate treatment plant
CHEBI:24867 ! monoatomic ion,CHEBI:24867 ! monoatomic ion,,CHEBI:24867  monoatomic ion
CHEBI:33306 ! carbon group element atom,CHEBI:33306 ! carbon group element atom,,CHEBI:33306  carbon group element atom
ENVO:03501309 ! booth,ENVO:03501309 ! booth,ENVO:03501309,booth
ENVO:03501321 ! food production medium-risk contamination area,ENVO:03501321 ! food production medium-risk contamination area,ENVO:03501321,food production medium-risk contamination area
ENVO:01001019 ! hypereutrophic lake,ENVO:01001019 ! hypereutrophic lake,ENVO:01001019,hypereutrophic lake
ENVO:3100014 ! concentration of fucoxanthin in liquid water,ENVO:3100014 ! concentration of fucoxanthin in liquid water,ENVO:3100014,concentration of fucoxanthin in liquid water
ENVO:03501202 ! polling station,ENVO:03501202 ! polling station,ENVO:03501202,polling station
ENVO:01000320 ! marine environment,ENVO:01000320 ! marine environment,ENVO:01000320,marine environment
UBERON:0011134 ! nonsynovial joint,UBERON:0011134 ! nonsynovial joint,,UBERON:0011134  nonsynovial joint
FOODON:00001252 ! animal derived beverage,FOODON:00001252 ! animal derived beverage,,FOODON:00001252  animal derived beverage
CHEBI:33431 ! elemental chlorine,CHEBI:33431 ! elemental chlorine,,CHEBI:33431  elemental chlorine
ENVO:3200035 ! concentration of silver in water ice,ENVO:3200035 ! concentration of silver in water ice,ENVO:3200035,concentration of silver in water ice
PCO:0000000 ! collection of organisms,PCO:0000000 ! collection of organisms,,PCO:0000000  collection of organisms
ENVO:06105006 ! piece of plastic foam,ENVO:06105006 ! piece of plastic foam,ENVO:06105006,piece of plastic foam
ENVO:01001490 ! intrusion,ENVO:01001490 ! intrusion,ENVO:01001490,intrusion
ENVO:00000062 ! populated place,ENVO:00000062 ! populated place,ENVO:00000062,populated place
ENVO:01000254 ! environmental system,ENVO:01000254 ! environmental system,ENVO:01000254,environmental system
ENVO:01001620 ! mass of ice and snow,ENVO:01001620 ! mass of ice and snow,ENVO:01001620,mass of ice and snow
UBERON:0005358 ! ventricle of nervous system,UBERON:0005358 ! ventricle of nervous system,,UBERON:0005358  ventricle of nervous system
ENVO:01000169 ! indeterminate root nodule active meristem,ENVO:01000169 ! indeterminate root nodule active meristem,ENVO:01000169,indeterminate root nodule active meristem
ENVO:01000971 ! food truck,ENVO:01000971 ! food truck,ENVO:01000971,food truck
"FOODON:00001205 ! velvet bean (whole, dried)","FOODON:00001205 ! velvet bean (whole, dried)",,"FOODON:00001205  velvet bean whole, dried"
FOODON:00001777 ! cow milk dessert,FOODON:00001777 ! cow milk dessert,,FOODON:00001777  cow milk dessert
ENVO:03501265 ! public toilet,ENVO:03501265 ! public toilet,ENVO:03501265,public toilet
ENVO:03501273 ! listed building,ENVO:03501273 ! listed building,ENVO:03501273,listed building
ENVO:01000154 ! carbon dioxide-reducing sediment,ENVO:01000154 ! carbon dioxide-reducing sediment,ENVO:01000154,carbon dioxide-reducing sediment
CHEBI:24061 ! fluorine atom,CHEBI:24061 ! fluorine atom,,CHEBI:24061  fluorine atom
FOODON:00001199 ! chickpea food product,FOODON:00001199 ! chickpea food product,,FOODON:00001199  chickpea food product
ENVO:01001105 ! aeolian lake,ENVO:01001105 ! aeolian lake,ENVO:01001105,aeolian lake
NCBITaxon:314295 ! Hominoidea,NCBITaxon:314295 ! Hominoidea,,NCBITaxon:314295  Hominoidea
ENVO:01001391 ! gill tissue material,ENVO:01001391 ! gill tissue material,ENVO:01001391,gill tissue material
ENVO:00000000 ! geographic feature,ENVO:00000000 ! geographic feature,ENVO:00000000,geographic feature
ENVO:03501297 ! meat processing plant,ENVO:03501297 ! meat processing plant,ENVO:03501297,meat processing plant
CHEBI:33641 ! olefin,CHEBI:33641 ! olefin,,CHEBI:33641  olefin
ENVO:09000003 ! solubility of carbon atom in water,ENVO:09000003 ! solubility of carbon atom in water,ENVO:09000003,solubility of carbon atom in water
ENVO:03501196 ! group home facility,ENVO:03501196 ! group home facility,ENVO:03501196,group home facility
PATO:0002058 ! decreased area,PATO:0002058 ! decreased area,,PATO:0002058  decreased area
ENVO:00002273 ! fluvisol,ENVO:00002273 ! fluvisol,ENVO:00002273,fluvisol
"CHEBI:51718 ! alpha,beta-unsaturated aldehyde","CHEBI:51718 ! alpha,beta-unsaturated aldehyde",,"CHEBI:51718  alpha,beta-unsaturated aldehyde"
PATO:0001429 ! acidic,PATO:0001429 ! acidic,,PATO:0001429  acidic
CHEBI:58072 ! carbon monoxide(1+),CHEBI:58072 ! carbon monoxide(1+),,CHEBI:58072  carbon monoxide1+
ENVO:01000340 ! alpine,ENVO:01000340 ! alpine,ENVO:01000340,alpine
CHEBI:33465 ! elemental pnictogen,CHEBI:33465 ! elemental pnictogen,,CHEBI:33465  elemental pnictogen
UBERON:0001041 ! foregut,UBERON:0001041 ! foregut,,UBERON:0001041  foregut
ENVO:00002243 ! histosol,ENVO:00002243 ! histosol,ENVO:00002243,histosol
PATO:0000428 ! sporadic,PATO:0000428 ! sporadic,,PATO:0000428  sporadic
UBERON:0002050 ! embryonic structure,UBERON:0002050 ! embryonic structure,,UBERON:0002050  embryonic structure
ENVO:00000114 ! agricultural field,ENVO:00000114 ! agricultural field,ENVO:00000114,agricultural field
ENVO:00000076 ! mine,ENVO:00000076 ! mine,ENVO:00000076,mine
BFO:0000034 ! function,BFO:0000034 ! function,,BFO:0000034  function
CHEBI:35605 ! carbon oxoacid,CHEBI:35605 ! carbon oxoacid,,CHEBI:35605  carbon oxoacid
ENVO:01000610 ! motor,ENVO:01000610 ! motor,ENVO:01000610,motor
UBERON:0006569 ! diencephalic nucleus,UBERON:0006569 ! diencephalic nucleus,,UBERON:0006569  diencephalic nucleus
CHEBI:25523 ! NADP,CHEBI:25523 ! NADP,,CHEBI:25523  NADP
ENVO:01001796 ! temperate mixed forest,ENVO:01001796 ! temperate mixed forest,ENVO:01001796,temperate mixed forest
CHEBI:51584 ! metallophthalocyanines,CHEBI:51584 ! metallophthalocyanines,,CHEBI:51584  metallophthalocyanines
ENVO:00005758 ! alluvial swamp soil,ENVO:00005758 ! alluvial swamp soil,ENVO:00005758,alluvial swamp soil
PATO:0002268 ! centered,PATO:0002268 ! centered,,PATO:0002268  centered
CHEBI:134438 ! titanium oxides,CHEBI:134438 ! titanium oxides,,CHEBI:134438  titanium oxides
CHEBI:26677 ! silicon molecular entity,CHEBI:26677 ! silicon molecular entity,,CHEBI:26677  silicon molecular entity
ENVO:01000968 ! water intake,ENVO:01000968 ! water intake,ENVO:01000968,water intake
ENVO:0010162 ! dry stream valley,ENVO:0010162 ! dry stream valley,ENVO:0010162,dry stream valley
ENVO:09200001 ! temperature of air,ENVO:09200001 ! temperature of air,ENVO:09200001,temperature of air
CHEBI:33559 ! s-block element atom,CHEBI:33559 ! s-block element atom,,CHEBI:33559  s-block element atom
UBERON:0001049 ! neural tube,UBERON:0001049 ! neural tube,,UBERON:0001049  neural tube
PATO:0001544 ! flexible,PATO:0001544 ! flexible,,PATO:0001544  flexible
CHEBI:33267 ! elemental nitrogen,CHEBI:33267 ! elemental nitrogen,,CHEBI:33267  elemental nitrogen
ENVO:01000671 ! dike,ENVO:01000671 ! dike,ENVO:01000671,dike
ENVO:01001196 ! cosmic ray shielding disposition,ENVO:01001196 ! cosmic ray shielding disposition,ENVO:01001196,cosmic ray shielding disposition
ENVO:01001007 ! solar rainbow,ENVO:01001007 ! solar rainbow,ENVO:01001007,solar rainbow
CHEBI:79389 ! monovalent inorganic anion,CHEBI:79389 ! monovalent inorganic anion,,CHEBI:79389  monovalent inorganic anion
OBI:0100026 ! organism,OBI:0100026 ! organism,,OBI:0100026  organism
ENVO:00000347 ! grain of sea sand,ENVO:00000347 ! grain of sea sand,ENVO:00000347,grain of sea sand
ENVO:01001816 ! biomaterial containment unit,ENVO:01001816 ! biomaterial containment unit,ENVO:01001816,biomaterial containment unit
ENVO:01000190 ! flooded savanna biome,ENVO:01000190 ! flooded savanna biome,ENVO:01000190,flooded savanna biome
ENVO:00003033 ! mushroom compost,ENVO:00003033 ! mushroom compost,ENVO:00003033,mushroom compost
PATO:0001499 ! spherical,PATO:0001499 ! spherical,,PATO:0001499  spherical
UBERON:0036215 ! anatomical surface region,UBERON:0036215 ! anatomical surface region,,UBERON:0036215  anatomical surface region
NCBITaxon:104431 ! Obtectomera,NCBITaxon:104431 ! Obtectomera,,NCBITaxon:104431  Obtectomera
CHEBI:61292 ! guanyl nucleotide,CHEBI:61292 ! guanyl nucleotide,,CHEBI:61292  guanyl nucleotide
ENVO:03501289 ! wrench,ENVO:03501289 ! wrench,ENVO:03501289,wrench
ENVO:01000397 ! temperate broadleaf evergreen forest,ENVO:01000397 ! temperate broadleaf evergreen forest,ENVO:01000397,temperate broadleaf evergreen forest
ENVO:03501151 ! haematology unit facility,ENVO:03501151 ! haematology unit facility,ENVO:03501151,haematology unit facility
ENVO:00002180 ! naphthalene enriched sediment,ENVO:00002180 ! naphthalene enriched sediment,ENVO:00002180,naphthalene enriched sediment
FOODON:00002300 ! sweetener food product,FOODON:00002300 ! sweetener food product,,FOODON:00002300  sweetener food product
CHEBI:18407 ! hydrogen cyanide,CHEBI:18407 ! hydrogen cyanide,,CHEBI:18407  hydrogen cyanide
ENVO:01000070 ! terrigenous sediment,ENVO:01000070 ! terrigenous sediment,ENVO:01000070,terrigenous sediment
ENVO:01000349 ! root matter,ENVO:01000349 ! root matter,ENVO:01000349,root matter
CHEBI:46664 ! chrysotile,CHEBI:46664 ! chrysotile,,CHEBI:46664  chrysotile
ENVO:00002871 ! alluvial soil,ENVO:00002871 ! alluvial soil,ENVO:00002871,alluvial soil
ENVO:01000789 ! flame,ENVO:01000789 ! flame,ENVO:01000789,flame
PATO:0000963 ! opaque,PATO:0000963 ! opaque,,PATO:0000963  opaque
ENVO:04000006 ! concentration of carbon dioxide in seawater,ENVO:04000006 ! concentration of carbon dioxide in seawater,ENVO:04000006,concentration of carbon dioxide in seawater
NCBITaxon:1162 ! Nostocaceae,NCBITaxon:1162 ! Nostocaceae,,NCBITaxon:1162  Nostocaceae
ENVO:03501122 ! airport,ENVO:03501122 ! airport,ENVO:03501122,airport
ENVO:01000798 ! plasma,ENVO:01000798 ! plasma,ENVO:01000798,plasma
ENVO:03501258 ! chicken house,ENVO:03501258 ! chicken house,ENVO:03501258,chicken house
ENVO:03501158 ! micobiology unit facility,ENVO:03501158 ! micobiology unit facility,ENVO:03501158,micobiology unit facility
ENVO:00003894 ! face cream product,ENVO:00003894 ! face cream product,ENVO:00003894,face cream product
ENVO:01001323 ! estuarine open water pycnocline,ENVO:01001323 ! estuarine open water pycnocline,ENVO:01001323,estuarine open water pycnocline
UBERON:0013522 ! subdivision of tube,UBERON:0013522 ! subdivision of tube,,UBERON:0013522  subdivision of tube
CHEBI:33581 ! boron group molecular entity,CHEBI:33581 ! boron group molecular entity,,CHEBI:33581  boron group molecular entity
ENVO:00000537 ! boulder field,ENVO:00000537 ! boulder field,ENVO:00000537,boulder field
ENVO:01001312 ! estuarine coastal upper water column,ENVO:01001312 ! estuarine coastal upper water column,ENVO:01001312,estuarine coastal upper water column
ENVO:01001350 ! ice accumulation zone,ENVO:01001350 ! ice accumulation zone,ENVO:01001350,ice accumulation zone
ENVO:01000621 ! microcosm,ENVO:01000621 ! microcosm,ENVO:01000621,microcosm
ENVO:01000975 ! animal trap,ENVO:01000975 ! animal trap,ENVO:01000975,animal trap
NCBITaxon:3699 ! Brassicales,NCBITaxon:3699 ! Brassicales,,NCBITaxon:3699  Brassicales
ENVO:00000090 ! coastal plain,ENVO:00000090 ! coastal plain,ENVO:00000090,coastal plain
CHEBI:35402 ! chromium oxoanion,CHEBI:35402 ! chromium oxoanion,,CHEBI:35402  chromium oxoanion
CHEBI:33285 ! heteroorganic entity,CHEBI:33285 ! heteroorganic entity,,CHEBI:33285  heteroorganic entity
ENVO:00000178 ! levee,ENVO:00000178 ! levee,ENVO:00000178,levee
ENVO:00005751 ! jungle soil,ENVO:00005751 ! jungle soil,ENVO:00005751,jungle soil
ENVO:00000148 ! riffle,ENVO:00000148 ! riffle,ENVO:00000148,riffle
UBERON:0007811 ! craniocervical region,UBERON:0007811 ! craniocervical region,,UBERON:0007811  craniocervical region
ENVO:03000068 ! nilas,ENVO:03000068 ! nilas,ENVO:03000068,nilas
CHEBI:33673 ! zinc group molecular entity,CHEBI:33673 ! zinc group molecular entity,,CHEBI:33673  zinc group molecular entity
FOODON:00002645 ! food product by process,FOODON:00002645 ! food product by process,,FOODON:00002645  food product by process
CHEBI:26878 ! tertiary alcohol,CHEBI:26878 ! tertiary alcohol,,CHEBI:26878  tertiary alcohol
ENVO:00002153 ! compost biofilter,ENVO:00002153 ! compost biofilter,ENVO:00002153,compost biofilter
ENVO:00000435 ! proglacial lake,ENVO:00000435 ! proglacial lake,ENVO:00000435,proglacial lake
FOODON:00001169 ! cruciferous food product,FOODON:00001169 ! cruciferous food product,,FOODON:00001169  cruciferous food product
ENVO:00002262 ! clay soil,ENVO:00002262 ! clay soil,ENVO:00002262,clay soil
ENVO:00000432 ! monadnock,ENVO:00000432 ! monadnock,ENVO:00000432,monadnock
ENVO:01001535 ! floeberg,ENVO:01001535 ! floeberg,ENVO:01001535,floeberg
ENVO:01000505 ! salt dome,ENVO:01000505 ! salt dome,ENVO:01000505,salt dome
ENVO:00000366 ! area designated as a national nature reserve,ENVO:00000366 ! area designated as a national nature reserve,ENVO:00000366,area designated as a national nature reserve
ENVO:09000007 ! concentration of carbon atom in environmental material,ENVO:09000007 ! concentration of carbon atom in environmental material,ENVO:09000007,concentration of carbon atom in environmental material
ENVO:01001838 ! arid biome,ENVO:01001838 ! arid biome,ENVO:01001838,arid biome
FOODON:03430130 ! food (liquid),FOODON:03430130 ! food (liquid),,FOODON:03430130  food liquid
PATO:0045091 ! north,PATO:0045091 ! north,,PATO:0045091  north
ENVO:03000067 ! pancake ice,ENVO:03000067 ! pancake ice,ENVO:03000067,pancake ice
ENVO:00000192 ! mudflat,ENVO:00000192 ! mudflat,ENVO:00000192,mudflat
ENVO:01000503 ! burnt-brick exterior wall,ENVO:01000503 ! burnt-brick exterior wall,ENVO:01000503,burnt-brick exterior wall
FOODON:00002151 ! plant seed based bakery food product,FOODON:00002151 ! plant seed based bakery food product,,FOODON:00002151  plant seed based bakery food product
ENVO:00000188 ! palsa mire,ENVO:00000188 ! palsa mire,ENVO:00000188,palsa mire
ENVO:01000428 ! area of rocky shore,ENVO:01000428 ! area of rocky shore,ENVO:01000428,area of rocky shore
UBERON:0014477 ! thoracic skeleton,UBERON:0014477 ! thoracic skeleton,,UBERON:0014477  thoracic skeleton
ENVO:00000427 ! meander,ENVO:00000427 ! meander,ENVO:00000427,meander
ENVO:00002170 ! compost,ENVO:00002170 ! compost,ENVO:00002170,compost
ENVO:00002235 ! cambisol,ENVO:00002235 ! cambisol,ENVO:00002235,cambisol
FOODON:00001161 ! citrus fruit extract food product,FOODON:00001161 ! citrus fruit extract food product,,FOODON:00001161  citrus fruit extract food product
CHEBI:26714 ! sodium salt,CHEBI:26714 ! sodium salt,,CHEBI:26714  sodium salt
ENVO:01001870 ! gas well,ENVO:01001870 ! gas well,ENVO:01001870,gas well
ENVO:09200036 ! mass density of snow,ENVO:09200036 ! mass density of snow,ENVO:09200036,mass density of snow
UBERON:0015808 ! eye epithelium,UBERON:0015808 ! eye epithelium,,UBERON:0015808  eye epithelium
ENVO:01000499 ! pole-reinforced mud exterior wall,ENVO:01000499 ! pole-reinforced mud exterior wall,ENVO:01000499,pole-reinforced mud exterior wall
CHEBI:26167 ! polar amino acid,CHEBI:26167 ! polar amino acid,,CHEBI:26167  polar amino acid
ENVO:03501144 ! emergency unit facility,ENVO:03501144 ! emergency unit facility,ENVO:03501144,emergency unit facility
FOODON:00002780 ! pigeon pea food product,FOODON:00002780 ! pigeon pea food product,,FOODON:00002780  pigeon pea food product
ENVO:03501367 ! pneumatic conveyor,ENVO:03501367 ! pneumatic conveyor,ENVO:03501367,pneumatic conveyor
PATO:0001632 ! anterior to,PATO:0001632 ! anterior to,,PATO:0001632  anterior to
ENVO:01000207 ! mediterranean,ENVO:01000207 ! mediterranean,ENVO:01000207,mediterranean
FOODON:03307345 ! sugar (refined),FOODON:03307345 ! sugar (refined),,FOODON:03307345  sugar refined
ENVO:2000020 ! electric energy,ENVO:2000020 ! electric energy,ENVO:2000020,electric energy
ENVO:01000186 ! polar desert biome,ENVO:01000186 ! polar desert biome,ENVO:01000186,polar desert biome
UBERON:0012275 ! meso-epithelium,UBERON:0012275 ! meso-epithelium,,UBERON:0012275  meso-epithelium
ENVO:02000059 ! surface soil,ENVO:02000059 ! surface soil,ENVO:02000059,surface soil
NCBITaxon:197563 ! Mandibulata,NCBITaxon:197563 ! Mandibulata,,NCBITaxon:197563  Mandibulata
NCBITaxon:7008 ! Schistocerca,NCBITaxon:7008 ! Schistocerca,,NCBITaxon:7008  Schistocerca
CHEBI:26178 ! polyester macromolecule,CHEBI:26178 ! polyester macromolecule,,CHEBI:26178  polyester macromolecule
UBERON:0036146 ! cardiopharyngeal field,UBERON:0036146 ! cardiopharyngeal field,,UBERON:0036146  cardiopharyngeal field
ENVO:02000119 ! oil shale,ENVO:02000119 ! oil shale,ENVO:02000119,oil shale
ENVO:00000239 ! pocasin,ENVO:00000239 ! pocasin,ENVO:00000239,pocasin
ENVO:01000509 ! sheet-iron exterior wall,ENVO:01000509 ! sheet-iron exterior wall,ENVO:01000509,sheet-iron exterior wall
CHEBI:50094 ! sulfur coordination entity,CHEBI:50094 ! sulfur coordination entity,,CHEBI:50094  sulfur coordination entity
ENVO:00010623 ! dolomite,ENVO:00010623 ! dolomite,ENVO:00010623,dolomite
CHEBI:49936 ! uranium(0),CHEBI:49936 ! uranium(0),,CHEBI:49936  uranium0
